BG_id,all_included,random_included,flood
198,1,0.938578858,0
199,1,0.990593083,0
200,1,0.507228376,0
201,1,0.020489777,0
202,1,0.114138353,0
203,1,0.016761922,0
204,1,0.305493377,0
205,1,0.789669713,0
206,1,0.207247757,0
207,1,0.83959652,0
208,1,0.135875913,0
209,1,0.509091916,0
210,1,0.915080317,0
211,1,0.187028105,0
212,1,0.947724663,0
213,1,0.400672276,0
214,1,0.220073289,0
215,1,0.492175389,0
216,1,0.220080879,0
217,1,0.124809314,0
218,1,0.193138279,0
219,1,0.36924656,0
220,1,0.705181037,0
221,1,0.84181967,0
222,1,0.948682973,0
223,1,0.983786301,0
224,1,0.531289349,0
225,1,0.354262497,0
226,1,0.362532609,0
227,1,0.651704302,0
228,1,0.093939562,0
229,1,0.715154417,0
230,1,0.624946047,0
231,1,0.917168974,0
232,1,0.79500102,0
233,1,0.274308182,0
234,1,0.862326093,0
235,1,0.864102241,0
236,1,0.833214123,0
237,1,0.628065612,0
238,1,0.309942886,0
239,1,0.916172438,0
240,1,0.603989091,0
241,1,0.538377378,0
242,1,0.494227994,0
243,1,0.116488446,0
244,1,0.305830926,0
245,1,0.313533918,0
246,1,0.914590402,0
247,1,0.477418818,0
248,1,0.533312072,0
249,1,0.646060487,0
250,1,0.465859703,0
251,1,0.424331394,0
252,1,0.065090992,0
253,1,0.643044939,0
254,1,0.439446244,0
255,1,0.31335434,0
256,1,0.650748541,0
257,1,0.760885312,0
258,1,0.572538019,0
259,1,0.418708445,0
260,1,0.335642676,0
261,1,0.927347673,0
262,1,0.345307075,0
263,1,0.802697116,0
264,1,0.968448755,0
265,1,0.251494999,0
266,1,0.493235235,0
267,1,0.030406101,0
268,1,0.531940688,0
269,1,0.303876353,0
270,1,0.783361654,0
271,1,0.39681382,0
272,1,0.828807776,0
273,1,0.483349605,0
274,1,0.233523859,0
275,1,0.061954133,0
276,1,0.061299036,0
277,1,0.256461076,0
278,1,0.42942477,0
279,1,0.427648662,0
280,1,0.524379099,0
281,1,0.281249,0
282,1,0.336100704,0
283,1,0.05788636,0
284,1,0.735430962,0
285,1,0.690870778,0
286,1,0.745616734,0
287,1,0.436510255,0
288,1,0.018055941,0
289,1,0.752726152,0
290,1,0.898214491,0
291,1,0.175376491,0
292,1,0.609639376,0
293,1,0.487435326,0
294,1,0.046962219,0
295,1,0.496704553,0
296,1,0.521592888,0
297,1,0.961902294,0
298,1,0.254873597,0
299,1,0.077746719,0
300,1,0.640000262,0
301,1,0.146809296,0
302,1,0.678482669,0
303,1,0.800638784,0
304,1,0.099883315,0
305,1,0.186590016,0
306,1,0.215249026,0
307,1,0.990245665,0
308,1,0.858585745,0
309,1,0.353194085,0
310,1,0.518786864,0
311,1,0.801074294,0
312,1,0.310765718,0
313,1,0.5806543,0
314,1,0.533959745,0
315,1,0.696169633,0
316,1,0.983851501,0
317,1,0.176512179,0
318,1,0.376396856,0
319,1,0.643406537,0
320,1,0.672097374,0
321,1,0.643652581,0
322,1,0.620257327,0
323,1,0.401898919,0
324,1,0.870147266,0
325,1,0.814531798,0
326,1,0.454157875,0
327,1,0.13773932,0
328,1,0.804145689,0
329,1,0.783839428,0
330,1,0.629596931,0
331,1,0.634631925,0
332,1,0.775126789,0
333,1,0.558560997,0
334,1,0.304728798,0
335,1,0.29223564,0
336,1,0.437050824,0
337,1,0.794049527,0
338,1,0.198896961,0
339,1,0.428436035,0
340,1,0.693883787,0
341,1,0.955285912,0
342,1,0.956139201,0
343,1,0.840955235,0
344,1,0.235106772,0
345,1,0.393369651,0
346,1,0.629836842,0
347,1,0.783413799,0
348,1,0.052350956,0
349,1,0.215102971,0
350,1,0.127772487,0
351,1,0.413959244,0
352,1,0.396004367,0
353,1,0.075831418,0
354,1,0.876866174,0
355,1,0.784067168,0
356,1,0.090703805,0
357,1,0.863684726,0
358,1,0.070003084,0
359,1,0.1510259,0
360,1,0.607871919,0
361,1,0.578175625,0
362,1,0.810272762,0
363,1,0.544012945,0
364,1,0.93160088,0
365,1,0.301574117,0
366,1,0.266314848,0
367,1,0.018184357,0
368,1,0.234478368,0
369,1,0.916696666,0
370,1,0.090529986,0
371,1,0.085926492,0
372,1,0.807374779,0
373,1,0.135841341,0
374,1,0.134694049,0
375,1,0.298570316,0
376,1,0.371508797,0
377,1,0.923680223,0
378,1,0.522397438,0
379,1,0.134089103,0
380,1,0.677835513,0
381,1,0.215267915,0
382,1,0.552653348,0
383,1,0.270739377,0
384,1,0.970917057,0
385,1,0.014535144,0
386,1,0.477859142,0
387,1,0.928532745,0
388,1,0.676035209,0
389,1,0.145922967,0
390,1,0.41028033,0
391,1,0.813670684,0
392,1,0.371465004,0
393,1,0.325101542,0
394,1,0.997243447,0
395,1,0.804781316,0
396,1,0.255099756,0
397,1,0.764571951,0
398,1,0.382520337,0
399,1,0.37302466,0
400,1,0.811143276,0
401,1,0.27860748,0
402,1,0.202981439,0
403,1,0.737976054,0
404,1,0.508438198,0
405,1,0.542993954,0
406,1,0.392663995,0
407,1,0.774192688,0
408,1,0.755861742,0
409,1,0.647198421,0
410,1,0.252269324,0
411,1,0.566504704,0
412,1,0.060739955,0
413,1,0.342903065,0
414,1,0.453132699,0
415,1,0.484199506,0
416,1,0.061615879,0
417,1,0.433491769,0
418,1,0.397814587,0
419,1,0.920543726,0
420,1,0.119107854,0
421,1,0.479362812,0
422,1,0.248613461,0
423,1,0.602532094,0
424,1,0.958802363,0
425,1,0.019557835,0
426,1,0.303256944,0
427,1,0.161027069,0
428,1,0.980647653,0
429,1,0.580607517,0
430,1,0.898405608,0
431,1,0.217946244,0
432,1,0.158011113,0
433,1,0.019142507,0
434,1,0.058840962,0
435,1,0.523950585,0
436,1,0.903584327,0
437,1,0.734050396,0
438,1,0.131228795,0
439,1,0.540397431,0
440,1,0.461332678,0
441,1,0.635713412,0
442,1,0.11070447,0
443,1,0.838151558,0
444,1,0.670841824,0
445,1,0.250328878,0
446,1,0.276401495,0
447,1,0.279913969,0
448,1,0.768162404,0
449,1,0.748348265,0
450,1,0.765430704,0
451,1,0.644440043,0
452,1,0.411069958,0
453,1,0.981783598,0
454,1,0.880563778,0
455,1,0.934640939,0
456,1,0.460043867,0
457,1,0.826662773,0
458,1,0.673554347,0
459,1,0.621617376,0
460,1,0.327435405,0
461,1,0.61911401,0
462,1,0.455234725,0
463,1,0.872240144,0
464,1,0.287920615,0
465,1,0.847926233,0
466,1,0.145631257,0
467,1,0.457972951,0
468,1,0.982351275,0
469,1,0.084548548,0
470,1,0.724189622,0
471,1,0.865061406,0
472,1,0.535526198,0
473,1,0.245657467,0
474,1,0.253825521,0
475,1,0.754138398,0
476,1,0.467039896,0
477,1,0.344400005,0
478,1,0.744674099,0
479,1,0.118844341,0
480,1,0.504771468,0
481,1,0.796657081,0
482,1,0.098402482,0
483,1,0.669618369,0
484,1,0.226776238,0
485,1,0.055619882,0
486,1,0.622413993,0
487,1,0.11454227,0
488,1,0.524071187,0
489,1,0.086329969,0
490,1,0.221875017,0
491,1,0.705251316,0
492,1,0.180697375,0
493,1,0.676662086,0
494,1,0.665813354,0
495,1,0.134067593,0
496,1,0.077825837,0
497,1,0.430563769,0
498,1,0.217830474,0
499,1,0.246289524,0
500,1,0.343464063,0
501,1,0.290168048,0
502,1,0.648988608,0
503,1,0.473308856,0
504,1,0.107514777,0
505,1,0.604215524,0
506,1,0.298986539,0
507,1,0.39991438,0
508,1,0.576953447,0
509,1,0.484894044,0
510,1,0.990234411,0
511,1,0.998443377,0
512,1,0.141096873,0
513,1,0.302515511,0
514,1,0.132180839,0
515,1,0.303263404,0
516,1,0.329592651,0
517,1,0.971495376,0
518,1,0.420310468,0
519,1,0.342761811,0
520,1,0.196585024,0
521,1,0.674366527,0
522,1,0.772430155,0
523,1,0.600966621,0
524,1,0.060353091,0
525,1,0.736817651,0
526,1,0.543303643,0
527,1,0.346743751,0
528,1,0.645215746,0
529,1,0.535179862,0
530,1,0.041546797,0
531,1,0.027475094,0
532,1,0.869207223,0
533,1,0.660496873,0
534,1,0.895765114,0
535,1,0.742475304,0
536,1,0.535498183,0
537,1,0.739922981,0
538,1,0.150493919,0
539,1,0.606856577,0
540,1,0.477607121,0
541,1,0.587577911,0
542,1,0.674523016,0
543,1,0.099033533,0
544,1,0.444155689,0
545,1,0.516420717,0
546,1,0.632847529,0
547,1,0.183082474,0
548,1,0.500562794,0
549,1,0.888599367,0
550,1,0.002148057,0
551,1,0.48034141,0
552,1,0.863321649,0
553,1,0.796878543,0
554,1,0.46002665,0
555,1,0.010781702,0
556,1,0.117340825,0
557,1,0.687269833,0
558,1,0.597942775,0
559,1,0.148154478,0
560,1,0.142776007,0
561,1,0.552225899,0
562,1,0.371008937,0
563,1,0.72339241,0
564,1,0.930807481,0
565,1,0.764482164,0
566,1,0.523407931,0
567,1,0.436873271,0
568,1,0.070291855,0
569,1,0.040445639,0
570,1,0.6581241,0
571,1,0.591831468,0
572,1,0.511731609,0
573,1,0.694171159,0
574,1,0.705100715,0
575,1,0.717184145,0
576,1,0.313570843,0
577,1,0.798079355,0
578,1,0.833190148,0
579,1,0.020553156,0
580,1,0.46764768,0
581,1,0.618686198,0
582,1,0.366281278,0
583,1,0.862594813,0
584,1,0.690479381,0
585,1,0.043394793,0
586,1,0.237778647,0
587,1,0.635582724,0
588,1,0.62860288,0
589,1,0.088846483,0
590,1,0.963063191,0
591,1,0.773410826,0
592,1,0.462841081,0
593,1,0.015647167,0
594,1,0.262382967,0
595,1,0.912233564,0
596,1,0.376773129,0
597,1,0.508249127,0
598,1,0.717435668,0
599,1,0.532326527,0
600,1,0.020994898,0
601,1,0.282049917,0
602,1,0.968704749,0
603,1,0.999344,0
604,1,0.523450595,0
605,1,0.915452397,0
606,1,0.718539617,0
607,1,0.557754462,0
608,1,0.546572652,0
609,1,0.146321992,0
610,1,0.402731534,0
611,1,0.809217856,0
612,1,0.346907706,0
613,1,0.056921271,0
614,1,0.465715928,0
615,1,0.237529387,0
616,1,0.533584658,0
617,1,0.412395528,0
618,1,0.77225623,0
619,1,0.268432258,0
620,1,0.544717047,0
621,1,0.919084714,0
622,1,0.137991673,0
623,1,0.002416056,0
624,1,0.351846303,0
625,1,0.260607828,0
626,1,0.782273746,0
627,1,0.64839218,0
628,1,0.061780215,0
629,1,0.978630973,0
630,1,0.648481758,0
631,1,0.542865485,0
632,1,0.856915469,0
633,1,0.708957465,0
634,1,0.005038005,0
635,1,0.20671165,0
636,1,0.888837839,0
637,1,0.843558356,0
638,1,0.970536137,0
639,1,0.313818939,0
640,1,0.867343099,0
641,1,0.889233353,0
642,1,0.005793603,0
643,1,0.208628519,0
644,1,0.35510799,0
645,1,0.316897659,0
646,1,0.485223007,0
647,1,0.278209988,0
648,1,0.192639455,0
649,1,0.12901747,0
650,1,0.963401263,0
651,1,0.072063146,0
652,1,0.61591597,0
653,1,0.79296943,0
654,1,0.705602174,0
655,1,0.088935079,0
656,1,0.422119352,0
657,1,0.599333862,0
658,1,0.720565134,0
659,1,0.557506228,0
660,1,0.491453825,0
661,1,0.693980432,0
662,1,0.309158958,0
663,1,0.234929562,0
664,1,0.355019207,0
665,1,0.257964715,0
666,1,0.611685451,0
667,1,0.248526896,0
668,1,0.111092355,0
669,1,0.810352629,0
670,1,0.089125738,0
671,1,0.322890743,0
672,1,0.106067948,0
673,1,0.844332065,0
674,1,0.919469236,0
675,1,0.158103367,0
676,1,0.390725636,0
677,1,0.498853944,0
678,1,0.781318592,0
679,1,0.178315955,0
680,1,0.497253089,0
681,1,0.989308926,0
682,1,0.462909788,0
683,1,0.802292238,0
684,1,0.989079237,0
685,1,0.243232764,0
686,1,0.314293052,0
687,1,0.275442052,0
688,1,0.597828318,0
689,1,0.360671986,0
690,1,0.542752856,0
691,1,0.756804538,0
692,1,0.827458616,0
693,1,0.746822621,0
694,1,0.295720254,0
695,1,0.544614783,0
696,1,0.037498381,0
697,1,0.032357603,0
698,1,0.37829008,0
699,1,0.579654555,0
700,1,0.587567935,0
701,1,0.482441904,0
702,1,0.733730422,0
703,1,0.53475862,0
704,1,0.124109814,0
705,1,0.753258953,0
706,1,0.219839139,0
707,1,0.341740541,0
708,1,0.036777205,0
709,1,0.606718527,0
710,1,0.289953314,0
711,1,0.810989771,0
712,1,0.627816739,0
713,1,0.699854889,0
714,1,0.304668023,0
715,1,0.49173006,0
716,1,0.349655547,0
717,1,0.18114826,0
718,1,0.083786102,0
719,1,0.171986127,0
720,1,0.340894976,0
721,1,0.938221329,0
722,1,0.432817648,0
723,1,0.65829567,0
724,1,0.967105868,0
725,1,0.404177288,0
726,1,0.049282232,0
727,1,0.209682301,0
728,1,0.717342663,0
729,1,0.30205836,0
730,1,0.98378972,0
731,1,0.583046611,0
732,1,0.270915112,0
733,1,0.791853084,0
734,1,0.044881856,0
735,1,0.691900154,0
736,1,0.14783808,0
737,1,0.318779678,0
738,1,0.127558449,0
739,1,0.416956665,0
740,1,0.562690699,0
741,1,0.193599084,0
742,1,0.291880575,0
743,1,0.808734952,0
744,1,0.96970478,0
745,1,0.566072265,0
746,1,0.847356758,0
747,1,0.275460112,0
748,1,0.702571225,0
749,1,0.420011216,0
750,1,0.607743529,0
751,1,0.490822185,0
752,1,0.315059169,0
753,1,0.190053898,0
754,1,0.655790581,0
755,1,0.577344611,0
756,1,0.061325802,0
757,1,0.869936007,0
758,1,0.143984466,0
759,1,0.430384864,0
760,1,0.512816364,0
761,1,0.98255147,0
762,1,0.288682328,0
763,1,0.214020261,0
764,1,0.213737552,0
765,1,0.490429733,0
766,1,0.902616924,0
767,1,0.175856728,0
768,1,0.587577233,0
769,1,0.860581428,0
770,1,0.328941939,0
771,1,0.44638535,0
772,1,0.129741383,0
773,1,0.288671918,0
774,1,0.633041992,0
775,1,0.990790055,0
776,1,0.75507548,0
777,1,0.195031004,0
778,1,0.552816175,0
779,1,0.422532867,0
780,1,0.887854029,0
781,1,0.985686926,0
782,1,0.542406786,0
783,1,0.442886245,0
784,1,0.04189981,0
785,1,0.755036872,0
786,1,0.545836452,0
787,1,0.524550202,0
788,1,0.145763258,0
789,1,0.474591766,0
790,1,0.424427711,0
791,1,0.377973651,0
792,1,0.905232511,0
793,1,0.832903087,0
794,1,0.543285558,0
795,1,0.880261366,0
796,1,0.061749248,0
797,1,0.847190397,0
798,1,0.887869139,0
799,1,0.198560731,0
800,1,0.424943507,0
801,1,0.991949151,0
802,1,0.580502654,0
803,1,0.970329636,0
804,1,0.557923448,0
805,1,0.579097453,0
806,1,0.790435122,0
807,1,0.302364147,0
808,1,0.006182741,0
809,1,0.237584602,0
810,1,0.515678367,0
811,1,0.8791937,0
812,1,0.391226372,0
813,1,0.681156341,0
814,1,0.867783638,0
815,1,0.970068081,0
816,1,0.598440188,0
817,1,0.534108885,0
818,1,0.09392969,0
819,1,0.397385373,0
820,1,0.499463037,0
821,1,0.794957023,0
822,1,0.554870859,0
823,1,0.758762848,0
824,1,0.388557556,0
825,1,0.438707226,0
826,1,0.74427015,0
827,1,0.325327926,0
828,1,0.654840354,0
829,1,0.470396504,0
830,1,0.207998846,0
831,1,0.262772749,0
832,1,0.286273238,0
833,1,0.154710809,0
834,1,0.014556499,0
835,1,0.626458895,0
836,1,0.149339391,0
837,1,0.572041412,0
838,1,0.318875326,0
839,1,0.619185849,0
840,1,0.235047693,0
841,1,0.6882131,0
842,1,0.472402319,0
843,1,0.524018842,0
844,1,0.371379631,0
845,1,0.260509571,0
846,1,0.161400011,0
847,1,0.482191817,0
848,1,0.417730153,0
849,1,0.720042715,0
850,1,0.504747299,0
851,1,0.1685697,0
852,1,0.281243793,0
853,1,0.143442676,0
854,1,0.575001321,0
855,1,0.916737207,0
856,1,0.968286509,0
857,1,0.979954203,0
858,1,0.304284664,0
859,1,0.65309464,0
860,1,0.212307426,0
861,1,0.282825209,0
862,1,0.309811967,0
863,1,0.346025292,0
864,1,0.867503456,0
865,1,0.95438058,0
866,1,0.39659447,0
867,1,0.381112785,0
868,1,0.362244691,0
869,1,0.150084705,0
870,1,0.860651739,0
871,1,0.134704154,0
872,1,0.594706081,0
873,1,0.21220604,0
874,1,0.71374788,0
875,1,0.934024624,0
876,1,0.740911959,0
877,1,0.013024217,0
878,1,0.998613241,0
879,1,0.176062741,0
880,1,0.996904003,0
881,1,0.007199357,0
882,1,0.783777566,0
883,1,0.25110542,0
884,1,0.666057682,0
885,1,0.925721128,0
886,1,0.152013917,0
887,1,0.169147751,0
888,1,0.048194161,0
889,1,0.475533843,0
890,1,0.369255339,0
891,1,0.675242364,0
892,1,0.539346795,0
893,1,0.329817705,0
894,1,0.491821402,0
895,1,0.826673592,0
896,1,0.793988464,0
897,1,0.884369296,0
898,1,0.192096854,0
899,1,0.109425952,0
900,1,0.844886237,0
901,1,0.350444653,0
902,1,0.828752714,0
903,1,0.624117973,0
904,1,0.845100082,0
905,1,0.935503782,0
906,1,0.18230657,0
907,1,0.573807927,0
908,1,0.566737911,0
909,1,0.216436038,0
910,1,0.989199349,0
911,1,0.919820088,0
912,1,0.49747767,0
913,1,0.885288858,0
914,1,0.308080167,0
915,1,0.731686958,0
916,1,0.145801957,0
917,1,0.769088597,0
918,1,0.519432116,0
919,1,0.761697789,0
920,1,0.190054595,0
921,1,0.365011484,0
922,1,0.457445951,0
923,1,0.541324435,0
924,1,0.727851792,0
925,1,0.919059054,0
926,1,0.477939818,0
927,1,0.246581752,0
928,1,0.947222623,0
929,1,0.031975814,0
930,1,0.237019865,0
931,1,0.760964806,0
932,1,0.727669335,0
933,1,0.036297466,0
934,1,0.511933903,0
935,1,0.326048039,0
936,1,0.359171096,0
937,1,0.011309629,0
938,1,0.961796718,0
939,1,0.131643762,0
940,1,0.905902391,0
941,1,0.839149844,0
942,1,0.998975718,0
943,1,0.932741077,0
944,1,0.174512447,0
945,1,0.093969972,0
946,1,0.221518181,0
947,1,0.01959459,0
948,1,0.099696938,0
949,1,0.926952736,0
950,1,0.004072214,0
951,1,0.861399759,0
952,1,0.546362933,0
953,1,0.172891541,0
954,1,0.606470689,0
955,1,0.623885411,0
956,1,0.468331592,0
957,1,0.701334395,0
958,1,0.729260574,0
959,1,0.831105038,0
960,1,0.900214164,0
961,1,0.297091085,0
962,1,0.158067508,0
963,1,0.258864019,0
964,1,0.284811714,0
965,1,0.668863207,0
966,1,0.797546331,0
967,1,0.070998078,0
968,1,0.791373213,0
969,1,0.418880426,0
970,1,0.669718391,0
971,1,0.341885847,0
972,1,0.007898279,0
973,1,0.393443662,0
974,1,0.266832662,0
975,1,0.027525027,0
976,1,0.43169406,0
977,1,0.952667527,0
978,1,0.779384957,0
979,1,0.853148033,0
980,1,0.656009739,0
981,1,0.041476184,0
982,1,0.703693385,0
983,1,0.966039339,0
984,1,0.2472193,0
985,1,0.423851389,0
986,1,0.952616657,0
987,1,0.611195161,0
988,1,0.184695512,0
989,1,0.979459931,0
990,1,0.641571205,0
991,1,0.720346239,0
992,1,0.358413662,0
993,1,0.807045836,0
994,1,0.011672832,0
995,1,0.835905606,0
996,1,0.813019526,0
997,1,0.25429011,0
998,1,0.525997447,0
999,1,0.56988649,0
1000,1,0.051254745,0
1001,1,0.67488082,0
1002,1,0.530392747,0
1003,1,0.414907093,0
1004,1,0.25142178,0
1005,1,0.370793092,0
1006,1,0.155234376,0
1007,1,0.951063508,0
1008,1,0.103456266,0
1009,1,0.404977506,0
1010,1,0.810695141,0
1011,1,0.150965768,0
1012,1,0.675665676,0
1013,1,0.367084202,0
1014,1,0.446186569,0
1015,1,0.851642535,0
1016,1,0.413891281,0
1017,1,0.023115109,0
1018,1,0.978849013,0
1019,1,0.500537197,0
1020,1,0.716313986,0
1021,1,0.400013575,0
1022,1,0.923912623,0
1023,1,0.397249387,0
1024,1,0.597377267,0
1025,1,0.795035198,0
1026,1,0.567006062,0
1027,1,0.490886713,0
1028,1,0.994379432,0
1029,1,0.211791697,0
1030,1,0.246058529,0
1031,1,0.000379478,0
1032,1,0.458380322,0
1033,1,0.059831476,0
1034,1,0.274317972,0
1035,1,0.844512463,0
1036,1,0.904337317,0
1037,1,0.731115848,0
1038,1,0.283861716,0
1039,1,0.449425187,0
1040,1,0.094627629,0
1041,1,0.440257251,0
1042,1,0.056618821,0
1043,1,0.128051182,0
1044,1,0.007758421,0
1045,1,0.769225284,0
1046,1,0.039443596,0
1047,1,0.516054235,0
1048,1,0.66327944,0
1049,1,0.966340197,0
1050,1,0.903919686,0
1051,1,0.063608632,0
1052,1,0.865960694,0
1053,1,0.988559584,0
1054,1,0.308652257,0
1055,1,0.113192188,0
1056,1,0.670258797,0
1057,1,0.991683774,0
1058,1,0.639555852,0
1059,1,0.95406285,0
1060,1,0.428740007,0
1061,1,0.542618821,0
1062,1,0.026038892,0
1063,1,0.878543952,0
1064,1,0.579168417,0
1065,1,0.497298474,0
1066,1,0.542125817,0
1067,1,0.250803136,0
1068,1,0.657445304,0
1069,1,0.974318465,0
1070,1,0.865867154,0
1071,1,0.75106323,0
1072,1,0.725039543,0
1073,1,0.285295993,0
1074,1,0.438982581,0
1075,1,0.518564571,0
1076,1,0.859028102,0
1077,1,0.947592494,0
1078,1,0.768521958,0
1079,1,0.747603587,0
1080,1,0.765916658,0
1081,1,0.953230486,0
1082,1,0.132857982,0
1083,1,0.884507981,0
1084,1,0.132288293,0
1085,1,0.804364173,0
1086,1,0.16333207,0
1087,1,0.834923206,0
1088,1,0.817221393,0
1089,1,0.515159164,0
1090,1,0.789818683,0
1091,1,0.165934153,0
1092,1,0.504239235,0
1093,1,0.151406927,0
1094,1,0.020976879,0
1095,1,0.31541357,0
1096,1,0.533114483,0
1097,1,0.988881832,0
1098,1,0.867086634,0
1099,1,0.952147531,0
1100,1,0.033729579,0
